IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
166084499,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,4/8/16,11:05,SOUTHERN,NONE,600 Block of 8TH ST,-122.4045873,37.77070653,"(37.7707065329437, -122.404587336887)",1.66E+13
166084477,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,4/8/16,22:30,SOUTHERN,NONE,500 Block of HOWARD ST,-122.3970324,37.78782467,"(37.7878246694374, -122.397032436528)",1.66E+13
166084405,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,4/8/16,22:30,SOUTHERN,NONE,800 Block of 3RD ST,-122.3914251,37.77787278,"(37.7778727797586, -122.391425069857)",1.66E+13
166084392,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,4/8/16,19:00,SOUTHERN,NONE,HAWTHORNE ST / FOLSOM ST,-122.3978166,37.78466807,"(37.7846680653938, -122.397816589532)",1.66E+13
166084342,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,4/8/16,19:30,SOUTHERN,NONE,1100 Block of HOWARD ST,-122.409606,37.77772634,"(37.7777263414712, -122.409605982336)",1.66E+13
166084314,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,4/8/16,11:45,SOUTHERN,NONE,200 Block of 7TH ST,-122.4085507,37.77738856,"(37.7773885566219, -122.408550681867)",1.66E+13
166084217,NON-CRIMINAL,LOST PROPERTY,Friday,4/8/16,21:00,CENTRAL,NONE,200 Block of KEARNY ST,-122.4039157,37.79053899,"(37.790538993725, -122.403915681571)",1.66E+13
166083833,NON-CRIMINAL,LOST PROPERTY,Friday,4/8/16,19:30,NORTHERN,NONE,1700 Block of BUCHANAN ST,-122.4299509,37.78603389,"(37.7860338859281, -122.42995092411)",1.66E+13
166083811,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,4/8/16,18:00,NORTHERN,NONE,2200 Block of SACRAMENTO ST,-122.4299195,37.79029955,"(37.7902995486283, -122.429919457431)",1.66E+13
166083372,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,4/8/16,14:20,TARAVAL,NONE,MORAGA ST / 16TH AV,-122.4668619,37.75653395,"(37.7565339497722, -122.466861872366)",1.66E+13
160290014,NON-CRIMINAL,TARASOFF REPORT,Friday,4/8/16,11:45,TENDERLOIN,NONE,0 Block of JONES ST,-122.4121926,37.78160457,"(37.7816045741252, -122.412192555721)",1.60E+13
160290008,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,4/8/16,14:38,SOUTHERN,NONE,100 Block of 6TH ST,-122.4073765,37.77998926,"(37.7799892619986, -122.407376463936)",1.60E+13
160289998,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,4/8/16,16:05,SOUTHERN,"ARREST, BOOKED",5TH ST / FOLSOM ST,-122.4033904,37.78026558,"(37.7802655777189, -122.403390364796)",1.60E+13
160288592,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,4/8/16,1:55,NORTHERN,"ARREST, BOOKED",500 Block of LARKIN ST,-122.4173673,37.78286262,"(37.7828626236813, -122.417367329727)",1.60E+13
160288564,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,4/8/16,1:27,SOUTHERN,NONE,0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441,"(37.7799444052046, -122.414317857881)",1.60E+13
160288542,NON-CRIMINAL,FOUND PROPERTY,Friday,4/8/16,0:28,MISSION,"ARREST, BOOKED",3300 Block of 17TH ST,-122.4210872,37.76339244,"(37.763392442414, -122.421087244049)",1.60E+13
160288542,WARRANTS,WARRANT ARREST,Friday,4/8/16,0:28,MISSION,"ARREST, BOOKED",3300 Block of 17TH ST,-122.4210872,37.76339244,"(37.763392442414, -122.421087244049)",1.60E+13
160288520,ROBBERY,"ROBBERY, ARMED WITH A GUN",Friday,4/8/16,0:48,NORTHERN,NONE,1200 Block of SUTTER ST,-122.4209638,37.78770463,"(37.7877046348578, -122.420963777385)",1.60E+13
160288473,ASSAULT,BATTERY,Friday,4/8/16,0:11,INGLESIDE,NONE,MISSION ST / CASTLEMANOR AV,-122.4308099,37.7292267,"(37.729226701606, -122.430809883717)",1.60E+13
160288451,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,4/8/16,0:05,MISSION,"ARREST, BOOKED",0 Block of HOFF ST,-122.4205757,37.76418195,"(37.7641819463712, -122.420575720933)",1.60E+13
160286160,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Friday,4/8/16,9:11,INGLESIDE,NONE,900 Block of ELLSWORTH ST,-122.4165174,37.73301039,"(37.7330103867416, -122.416517427405)",1.60E+13
160293541,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,4/9/16,21:34,NORTHERN,"ARREST, BOOKED",FRANKLIN ST / TURK ST,-122.422277,37.78175288,"(37.7817528767881, -122.42227702764)",1.60E+13
160293529,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Saturday,4/9/16,20:00,NORTHERN,"ARREST, BOOKED",600 Block of EDDY ST,-122.418382,37.78325838,"(37.7832583770949, -122.418382008607)",1.60E+13
160293529,ASSAULT,BATTERY,Saturday,4/9/16,20:00,NORTHERN,"ARREST, BOOKED",600 Block of EDDY ST,-122.418382,37.78325838,"(37.7832583770949, -122.418382008607)",1.60E+13
160293529,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,4/9/16,20:00,NORTHERN,"ARREST, BOOKED",600 Block of EDDY ST,-122.418382,37.78325838,"(37.7832583770949, -122.418382008607)",1.60E+13
160293513,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,4/9/16,20:12,INGLESIDE,NONE,300 Block of PRAGUE ST,-122.4288809,37.71681357,"(37.7168135656866, -122.428880909062)",1.60E+13
160293494,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,4/9/16,21:10,MISSION,NONE,16TH ST / SHOTWELL ST,-122.4163897,37.76524912,"(37.7652491154383, -122.416389710283)",1.60E+13
160293488,ASSAULT,BATTERY,Saturday,4/9/16,21:06,MISSION,"ARREST, BOOKED",4100 Block of 18TH ST,-122.4355732,37.76091062,"(37.7609106220681, -122.435573154199)",1.60E+13
160293488,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,4/9/16,21:06,MISSION,"ARREST, BOOKED",4100 Block of 18TH ST,-122.4355732,37.76091062,"(37.7609106220681, -122.435573154199)",1.60E+13
160293472,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,4/9/16,14:00,CENTRAL,NONE,2700 Block of HYDE ST,-122.4205347,37.80618922,"(37.8061892244521, -122.420534678271)",1.60E+13
160293466,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,4/9/16,20:53,BAYVIEW,NONE,SAN BRUNO AV / SILVER AV,-122.4056103,37.73243886,"(37.732438864982, -122.405610268222)",1.60E+13
160293450,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,4/9/16,17:44,SOUTHERN,NONE,700 Block of MARKET ST,-122.4053594,37.78597748,"(37.7859774761625, -122.405359371753)",1.60E+13
160293444,OTHER OFFENSES,PROBATION VIOLATION,Saturday,4/9/16,20:48,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)",1.60E+13
160293444,OTHER OFFENSES,VIOLATION OF STAY AWAY ORDER,Saturday,4/9/16,20:48,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)",1.60E+13
160293422,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,4/9/16,21:05,SOUTHERN,NONE,100 Block of 9TH ST,-122.4139805,37.77556873,"(37.7755687325824, -122.413980520967)",1.60E+13
160293416,NON-CRIMINAL,FOUND PROPERTY,Saturday,4/9/16,17:50,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,"(37.775420706711, -122.403404791479)",1.60E+13
160293400,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,4/9/16,20:20,RICHMOND,NONE,200 Block of 9TH AV,-122.4676263,37.78372069,"(37.7837206881227, -122.467626290502)",1.60E+13
160293397,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,4/9/16,18:45,SOUTHERN,NONE,700 Block of MISSION ST,-122.4039713,37.78482831,"(37.784828309361, -122.403971269057)",1.60E+13
160293381,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,4/9/16,18:00,BAYVIEW,NONE,700 Block of INNES AV,-122.3729261,37.73045996,"(37.7304599610397, -122.372926079722)",1.60E+13
160293375,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,4/9/16,20:26,INGLESIDE,"ARREST, BOOKED",MURRAY ST / GENEBERN WY,-122.4250354,37.73354874,"(37.7335487377221, -122.42503537502)",1.60E+13
160293375,WARRANTS,WARRANT ARREST,Saturday,4/9/16,20:26,INGLESIDE,"ARREST, BOOKED",MURRAY ST / GENEBERN WY,-122.4250354,37.73354874,"(37.7335487377221, -122.42503537502)",1.60E+13
160293369,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,4/9/16,17:40,NORTHERN,NONE,3600 Block of LYON ST,-122.4482784,37.80427189,"(37.804271887891, -122.44827840533)",1.60E+13
160293353,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",Saturday,4/9/16,4:40,MISSION,NONE,19TH ST / CHURCH ST,-122.428204,37.75969169,"(37.759691691831, -122.428203997155)",1.60E+13
160293353,OTHER OFFENSES,FALSE PERSONATION,Saturday,4/9/16,4:40,MISSION,NONE,19TH ST / CHURCH ST,-122.428204,37.75969169,"(37.759691691831, -122.428203997155)",1.60E+13
160293353,ASSAULT,FALSE IMPRISONMENT,Saturday,4/9/16,4:40,MISSION,NONE,19TH ST / CHURCH ST,-122.428204,37.75969169,"(37.759691691831, -122.428203997155)",1.60E+13
160293353,"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,Saturday,4/9/16,4:40,MISSION,NONE,19TH ST / CHURCH ST,-122.428204,37.75969169,"(37.759691691831, -122.428203997155)",1.60E+13
160293347,OTHER OFFENSES,"STAY AWAY ORDER VIOLATION, DV RELATED",Saturday,4/9/16,20:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,"(37.775420706711, -122.403404791479)",1.60E+13
160293331,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,4/9/16,19:50,BAYVIEW,NONE,3RD ST / LASALLE AV,-122.3898656,37.73716994,"(37.7371699446203, -122.389865610332)",1.60E+13
160293319,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,4/9/16,19:55,BAYVIEW,"ARREST, BOOKED",0 Block of NORTHRIDGE RD,-122.3756052,37.73072152,"(37.7307215215703, -122.375605171962)",1.60E+13
160293319,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,4/9/16,19:55,BAYVIEW,"ARREST, BOOKED",0 Block of NORTHRIDGE RD,-122.3756052,37.73072152,"(37.7307215215703, -122.375605171962)",1.60E+13
160293284,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,4/9/16,19:49,TENDERLOIN,NONE,100 Block of EDDY ST,-122.4101571,37.78429738,"(37.7842973843312, -122.410157073911)",1.60E+13
160293262,VEHICLE THEFT,STOLEN TRUCK,Saturday,4/9/16,19:50,CENTRAL,NONE,400 Block of GEARY ST,-122.4107216,37.78709665,"(37.7870966495663, -122.41072162587)",1.60E+13
160293256,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,4/9/16,19:50,SOUTHERN,NONE,1100 Block of FOLSOM ST,-122.4086859,37.77615581,"(37.7761558110245, -122.408685885018)",1.60E+13
160293234,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,4/9/16,19:30,RICHMOND,NONE,700 Block of 7TH AV,-122.4649447,37.77438417,"(37.774384171507, -122.464944716156)",1.60E+13
160293228,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,4/9/16,16:50,NORTHERN,NONE,TURK ST / VANNESS AV,-122.4206419,37.78196082,"(37.7819608221838, -122.420641893733)",1.60E+13
160293212,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,4/9/16,18:00,CENTRAL,NONE,LOMBARD ST / LEAVENWORTH ST,-122.4179701,37.80220232,"(37.8022023203709, -122.417970141118)",1.60E+13
160293193,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,4/9/16,11:00,CENTRAL,NONE,800 Block of THE EMBARCADERONORTH ST,-122.4003875,37.8025736,"(37.8025735991651, -122.40038746482)",1.60E+13
160293187,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,4/9/16,17:14,TARAVAL,NONE,1400 Block of 48TH AV,-122.5080698,37.75937691,"(37.7593769103944, -122.508069752528)",1.60E+13
160293171,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Saturday,4/9/16,19:39,MISSION,"ARREST, BOOKED",MISSION ST / 24TH ST,-122.4184482,37.75223917,"(37.7522391652625, -122.418448186101)",1.60E+13
160293165,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,4/9/16,17:30,CENTRAL,NONE,COLUMBUS AV / VALLEJO ST,-122.4078716,37.79869627,"(37.7986962742997, -122.407871572784)",1.60E+13
160293143,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,4/9/16,4:00,PARK,NONE,400 Block of UPPER TR,-122.4460165,37.76276043,"(37.762760426558, -122.44601654715)",1.60E+13
160293137,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,4/9/16,18:00,SOUTHERN,NONE,200 Block of KING ST,-122.3931106,37.77731032,"(37.7773103219698, -122.393110640713)",1.60E+13
160293080,ASSAULT,CHILD ABUSE (PHYSICAL),Saturday,4/9/16,18:56,BAYVIEW,"ARREST, BOOKED",1000 Block of CONNECTICUT ST,-122.3970892,37.75359879,"(37.7535987880327, -122.397089183868)",1.60E+13
160293080,ASSAULT,FALSE IMPRISONMENT,Saturday,4/9/16,18:56,BAYVIEW,"ARREST, BOOKED",1000 Block of CONNECTICUT ST,-122.3970892,37.75359879,"(37.7535987880327, -122.397089183868)",1.60E+13
160293080,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,4/9/16,18:56,BAYVIEW,"ARREST, BOOKED",1000 Block of CONNECTICUT ST,-122.3970892,37.75359879,"(37.7535987880327, -122.397089183868)",1.60E+13
160293074,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,4/9/16,18:37,CENTRAL,NONE,1100 Block of KEARNY ST,-122.4054188,37.79821924,"(37.7982192359473, -122.405418756236)",1.60E+13
160293068,ASSAULT,BATTERY,Saturday,4/9/16,17:55,SOUTHERN,NONE,800 Block of MARKET ST,-122.406521,37.78506294,"(37.7850629421661, -122.406520987144)",1.60E+13
160293046,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,4/9/16,13:30,SOUTHERN,NONE,RITCH ST / BRANNAN ST,-122.3948439,37.77966433,"(37.7796643336356, -122.394843884059)",1.60E+13
160293018,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,4/9/16,18:36,INGLESIDE,"ARREST, BOOKED",MISSION ST / ONONDAGA AV,-122.4374615,37.72116508,"(37.7211650807414, -122.437461502349)",1.60E+13
160292991,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,4/9/16,18:21,INGLESIDE,NONE,1800 Block of GENEVA AV,-122.4228563,37.70897681,"(37.708976808003, -122.422856288288)",1.60E+13
160292991,ASSAULT,CHILD ABUSE (PHYSICAL),Saturday,4/9/16,18:21,INGLESIDE,NONE,1800 Block of GENEVA AV,-122.4228563,37.70897681,"(37.708976808003, -122.422856288288)",1.60E+13
160292991,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,4/9/16,18:21,INGLESIDE,NONE,1800 Block of GENEVA AV,-122.4228563,37.70897681,"(37.708976808003, -122.422856288288)",1.60E+13
160292985,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,4/9/16,15:30,INGLESIDE,NONE,500 Block of ALEMANY BL,-122.4213053,37.73216388,"(37.7321638759455, -122.421305348396)",1.60E+13
160292963,WARRANTS,WARRANT ARREST,Saturday,4/9/16,18:06,PARK,"ARREST, BOOKED",500 Block of BUENAVISTAWEST AV,-122.4431944,37.76654283,"(37.7665428336293, -122.443194351845)",1.60E+13
160292963,OTHER OFFENSES,RESISTING ARREST,Saturday,4/9/16,18:06,PARK,"ARREST, BOOKED",500 Block of BUENAVISTAWEST AV,-122.4431944,37.76654283,"(37.7665428336293, -122.443194351845)",1.60E+13
160292963,OTHER OFFENSES,INDECENT EXPOSURE,Saturday,4/9/16,18:06,PARK,"ARREST, BOOKED",500 Block of BUENAVISTAWEST AV,-122.4431944,37.76654283,"(37.7665428336293, -122.443194351845)",1.60E+13
160292957,WARRANTS,WARRANT ARREST,Saturday,4/9/16,18:05,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.4110714,37.78175113,"(37.7817511307229, -122.411071423064)",1.60E+13
160292957,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,4/9/16,18:05,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.4110714,37.78175113,"(37.7817511307229, -122.411071423064)",1.60E+13
160292941,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Saturday,4/9/16,17:01,NORTHERN,"ARREST, BOOKED",900 Block of EDDY ST,-122.4232902,37.78252051,"(37.7825205059981, -122.423290225168)",1.60E+13
160292941,ASSAULT,THREATS AGAINST LIFE,Saturday,4/9/16,17:01,NORTHERN,"ARREST, BOOKED",900 Block of EDDY ST,-122.4232902,37.78252051,"(37.7825205059981, -122.423290225168)",1.60E+13
160292935,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,4/9/16,17:45,NORTHERN,NONE,1300 Block of LAGUNA ST,-122.4277499,37.78344648,"(37.783446475399, -122.427749887673)",1.60E+13
160292929,VANDALISM,"MALICIOUS MISCHIEF, ADULT SUSPECT",Saturday,4/9/16,17:42,MISSION,NONE,2900 Block of 16TH ST,-122.4180499,37.76509403,"(37.7650940324026, -122.418049946137)",1.60E+13
160292929,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Saturday,4/9/16,17:42,MISSION,NONE,2900 Block of 16TH ST,-122.4180499,37.76509403,"(37.7650940324026, -122.418049946137)",1.60E+13
160292913,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,4/9/16,16:45,NORTHERN,NONE,BROADWAY ST / LAGUNA ST,-122.4299905,37.79489446,"(37.794894461049, -122.42999047331)",1.60E+13
160292907,ASSAULT,CHILD ABUSE (PHYSICAL),Saturday,4/9/16,16:44,TENDERLOIN,NONE,200 Block of GOLDEN GATE AV,-122.4151206,37.78175894,"(37.7817589366405, -122.415120589338)",1.60E+13
160292907,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,4/9/16,16:44,TENDERLOIN,NONE,200 Block of GOLDEN GATE AV,-122.4151206,37.78175894,"(37.7817589366405, -122.415120589338)",1.60E+13
160292894,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Saturday,4/9/16,17:00,TARAVAL,"ARREST, BOOKED",19TH AV / WINSTON DR,-122.4748992,37.72699053,"(37.7269905309861, -122.474899151688)",1.60E+13
160292894,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,4/9/16,17:00,TARAVAL,"ARREST, BOOKED",19TH AV / WINSTON DR,-122.4748992,37.72699053,"(37.7269905309861, -122.474899151688)",1.60E+13
160292872,NON-CRIMINAL,FOUND PROPERTY,Saturday,4/9/16,15:00,CENTRAL,NONE,TAYLOR ST / PACIFIC AV,-122.4133673,37.79608283,"(37.7960828297626, -122.413367300373)",1.60E+13
160292850,NON-CRIMINAL,AIDED CASE,Saturday,4/9/16,8:00,TARAVAL,NONE,300 Block of JUDAH ST,-122.4656541,37.76214313,"(37.7621431286655, -122.465654109201)",1.60E+13
160292844,ASSAULT,BATTERY,Saturday,4/9/16,16:20,TARAVAL,NONE,HOLLOWAY AV / BYXBEE ST,-122.4698775,37.72164385,"(37.7216438451045, -122.469877515815)",1.60E+13
160292838,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,4/9/16,16:08,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406521,37.78506294,"(37.7850629421661, -122.406520987144)",1.60E+13
160292822,BURGLARY,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY",Saturday,4/9/16,3:24,SOUTHERN,NONE,1200 Block of MARKET ST,-122.4154442,37.77802457,"(37.7780245674641, -122.415444159886)",1.60E+13
160292816,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,4/9/16,16:10,CENTRAL,NONE,300 Block of SANSOME ST,-122.4012012,37.79377437,"(37.7937743739296, -122.401201213588)",1.60E+13
160292797,OTHER OFFENSES,HARASSING PHONE CALLS,Saturday,4/9/16,6:00,NORTHERN,NONE,2100 Block of CHESTNUT ST,-122.4387233,37.80055836,"(37.8005583558889, -122.43872325496)",1.60E+13
160292797,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,4/9/16,6:00,NORTHERN,NONE,2100 Block of CHESTNUT ST,-122.4387233,37.80055836,"(37.8005583558889, -122.43872325496)",1.60E+13
160292781,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,4/9/16,16:10,RICHMOND,NONE,3600 Block of CALIFORNIA ST,-122.4540927,37.78627487,"(37.7862748742981, -122.454092723279)",1.60E+13
160292775,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,4/9/16,16:00,MISSION,NONE,2100 Block of HARRISON ST,-122.4129403,37.76254751,"(37.762547507938, -122.412940312434)",1.60E+13
160292747,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Saturday,4/9/16,15:46,RICHMOND,NONE,400 Block of 6TH AV,-122.4642799,37.7800333,"(37.7800332991006, -122.464279879446)",1.60E+13
160292731,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,4/9/16,16:10,PARK,NONE,1600 Block of OAK ST,-122.4465189,37.77192289,"(37.771922889157, -122.44651891893)",1.60E+13
160292690,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,4/9/16,16:20,INGLESIDE,NONE,0 Block of NIAGARA AV,-122.4426271,37.71624624,"(37.7162462429059, -122.442627054319)",1.60E+13
160292678,NON-CRIMINAL,FOUND PROPERTY,Saturday,4/9/16,14:30,RICHMOND,NONE,MARTIN LUTHER KING JR DR / CROSSOVER DR,-122.4773635,37.76606048,"(37.7660604768452, -122.47736353874)",1.60E+13
160292678,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,4/9/16,14:30,RICHMOND,NONE,MARTIN LUTHER KING JR DR / CROSSOVER DR,-122.4773635,37.76606048,"(37.7660604768452, -122.47736353874)",1.60E+13
160292656,NON-CRIMINAL,LOST PROPERTY,Saturday,4/9/16,16:00,BAYVIEW,NONE,SAN BRUNO AV / SILVER AV,-122.4056103,37.73243886,"(37.732438864982, -122.405610268222)",1.60E+13
160292640,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,4/9/16,13:00,SOUTHERN,NONE,1300 Block of MARKET ST,-122.4168189,37.7769362,"(37.7769362014881, -122.416818891994)",1.60E+13
160292634,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,4/9/16,14:10,NORTHERN,NONE,0 Block of TOLEDO WY,-122.4385458,37.80128456,"(37.8012845616199, -122.438545758825)",1.60E+13
160292628,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,4/9/16,14:30,CENTRAL,NONE,GREENWICH ST / LEAVENWORTH ST,-122.4178006,37.80126838,"(37.801268383944, -122.417800615246)",1.60E+13
160292606,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,4/9/16,13:30,CENTRAL,NONE,POWELL ST / NORTHPOINT ST,-122.4121433,37.8067579,"(37.8067579023106, -122.412143310586)",1.60E+13
160292593,NON-CRIMINAL,FOUND PROPERTY,Saturday,4/9/16,15:46,CENTRAL,"ARREST, BOOKED",600 Block of DAVIS ST,-122.3984478,37.79800372,"(37.7980037233355, -122.398447802857)",1.60E+13
160292593,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,4/9/16,15:46,CENTRAL,"ARREST, BOOKED",600 Block of DAVIS ST,-122.3984478,37.79800372,"(37.7980037233355, -122.398447802857)",1.60E+13
160292593,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Saturday,4/9/16,15:46,CENTRAL,"ARREST, BOOKED",600 Block of DAVIS ST,-122.3984478,37.79800372,"(37.7980037233355, -122.398447802857)",1.60E+13
160292587,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,4/9/16,14:51,NORTHERN,NONE,2400 Block of UNION ST,-122.4396054,37.79650971,"(37.7965097065152, -122.43960536561)",1.60E+13
160292587,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,4/9/16,14:51,NORTHERN,NONE,2400 Block of UNION ST,-122.4396054,37.79650971,"(37.7965097065152, -122.43960536561)",1.60E+13
160292571,OTHER OFFENSES,CONSPIRACY,Saturday,4/9/16,15:35,TENDERLOIN,"ARREST, BOOKED",300 Block of LEAVENWORTH ST,-122.4142694,37.78420811,"(37.7842081124308, -122.414269361877)",1.60E+13
160292571,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Saturday,4/9/16,15:35,TENDERLOIN,"ARREST, BOOKED",300 Block of LEAVENWORTH ST,-122.4142694,37.78420811,"(37.7842081124308, -122.414269361877)",1.60E+13
160292571,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,4/9/16,15:35,TENDERLOIN,"ARREST, BOOKED",300 Block of LEAVENWORTH ST,-122.4142694,37.78420811,"(37.7842081124308, -122.414269361877)",1.60E+13
160292565,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,4/9/16,15:20,INGLESIDE,NONE,POPE ST / MISSION ST,-122.4418004,37.71542942,"(37.7154294158877, -122.441800386053)",1.60E+13
160292565,ASSAULT,BATTERY,Saturday,4/9/16,15:20,INGLESIDE,NONE,POPE ST / MISSION ST,-122.4418004,37.71542942,"(37.7154294158877, -122.441800386053)",1.60E+13
160292509,OTHER OFFENSES,FALSE PERSONATION,Saturday,4/9/16,15:36,TARAVAL,NONE,700 Block of PLYMOUTH AV,-122.4561598,37.71706164,"(37.7170616413152, -122.456159794832)",1.60E+13
160292496,WARRANTS,WARRANT ARREST,Saturday,4/9/16,14:53,TARAVAL,"ARREST, BOOKED",1300 Block of 25TH AV,-122.483418,37.76233315,"(37.762333153248, -122.483417995949)",1.60E+13
160292496,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Saturday,4/9/16,14:53,TARAVAL,"ARREST, BOOKED",1300 Block of 25TH AV,-122.483418,37.76233315,"(37.762333153248, -122.483417995949)",1.60E+13
